year,journal,title,pmid,doi,publication_status,supplied_pdf_version,eligibility,disease_scope,source_role,official_category,official_category_status,primary_content_class,secondary_content_tags,tag_basis,reading_stage,main_read_completed_on,review_status,supplement_status,stk11_highlight,bibliography,reading_ledger,reading_evidence,source_disease_ids,source_tissue_ids,source_model_ids,source_use_roles,scope_curation_status,scope_reference,scope_reference_line,scope_boundary,scope_facet_status
2025,Clinical Cancer Research,Amplification of Extrachromosomal MYC Paralogs Shapes Immunosuppressive Tumor Microenvironment in Small Cell Lung Cancer,40299768,10.1158/1078-0432.ccr-24-3399,see source bibliography and intake manifest,not_classified_by_header,included,,,Translational Mechanisms and Therapy,official_section,original research,ecdna-myc-copy-number-bulk-rna-spatial-proteomics,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-2026-09-19-intake-language.md#pmid-40299768;ccr-2025-2026-09-19-intake-manifest.csv,sclc,tumor,human-cell-line;human-tissue;computational,lung-primary;preclinical-mechanism,curated-source-scope,ccr-2025-2026-09-19-intake-language.md,392,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Analysis of Shared Variants between Cancer Biospecimens,39561276,10.1158/1078-0432.ccr-24-1583,see source bibliography and intake manifest,author_manuscript,included,,,Precision Medicine and Imaging,official_section,original research,shared-variant-computational-genomics-diagnostic-relatedness,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-2026-09-19-intake-language.md#pmid-39561276;ccr-2025-2026-09-19-intake-manifest.csv,mixed-solid-tumors;lung-cancer,tumor;plasma,human-clinical;computational,cross-tumor-methods;computational-methods,curated-source-scope,ccr-2025-2026-09-19-intake-language.md,134,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,"Characterization of Plasma Cell-Free DNA Variants as of Tumor or Clonal Hematopoiesis Origin in 16,812 Advanced Cancer Patients",39932457,10.1158/1078-0432.ccr-24-3335,see source bibliography and intake manifest,publisher_main_pdf,included,,,Precision Medicine and Imaging,official_section,retrospective molecular profiling,genomics;liquid-biopsy;clonal-hematopoiesis;matched-normal;variant-attribution,single-paper curated language domains,main_text_deep_read_complete,2026-09-20,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-genomics-2026-09-20-language.md#pmid-39932457;ccr-2025-genomics-2026-09-20-manifest.csv,mixed-solid-tumors,plasma;blood,human-clinical,cross-tumor-methods;clinical-correlative,curated-source-scope,ccr-2025-genomics-2026-09-20-language.md,61,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Combined Targeting of PD-1 and TIM-3 in Patients with Locally Advanced or Metastatic Non-Small Cell Lung Cancer: AMBER Part 2B,40552922,10.1158/1078-0432.ccr-25-0806,see source bibliography and intake manifest,not_classified_by_header,included,,,Clinical Trials: Immunotherapy,official_section,clinical trial,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2025-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,nsclc,,human-clinical,lung-primary;clinical-trial,curated-source-scope,ccr-2025-immunotherapy-fulltext-language.md,24,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Concordance between Tumor Tissue and Plasma DNA Genotyping in the NCI-MATCH Trial (EAY131),40388547,10.1158/1078-0432.ccr-24-3531,see source bibliography and intake manifest,author_manuscript,included,,,Precision Medicine and Imaging,official_section,paired tissue-plasma genotyping study,genomics;liquid-biopsy;tissue-plasma-concordance;actionable-alterations;trial-selection,single-paper curated language domains,main_text_deep_read_complete,2026-09-20,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-genomics-2026-09-20-language.md#pmid-40388547;ccr-2025-genomics-2026-09-20-manifest.csv,mixed-solid-tumors;lung-cancer,tumor;plasma,human-clinical,cross-tumor-methods;clinical-correlative,curated-source-scope,ccr-2025-genomics-2026-09-20-language.md,158,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,ctDNA Clearance as an Early Indicator of Improved Clinical Outcomes in Advanced NSCLC Treated with TKI: Findings from an Aggregate Analysis of Eight Clinical Trials,40261185,10.1158/1078-0432.ccr-24-3612,see source bibliography and intake manifest,publisher_main_pdf,included,,,Precision Medicine and Imaging,official_section,pooled patient-level biomarker analysis,liquid-biopsy;ctDNA-clearance;TKI;landmark-analysis;internal-validation;survival,single-paper curated language domains,main_text_deep_read_complete,2026-09-20,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-genomics-2026-09-20-language.md#pmid-40261185;ccr-2025-genomics-2026-09-20-manifest.csv,nsclc,plasma,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2025-genomics-2026-09-20-language.md,395,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,D3-GPC2-Directed CAR T Cells Are Safe and Efficacious in Preclinical Models of Neuroblastoma and Small Cell Lung Cancer,41026583,10.1158/1078-0432.ccr-25-0089,see source bibliography and intake manifest,author_manuscript,included,,,Translational Mechanisms and Therapy,official_section,clinical trial,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2025-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,neuroblastoma;sclc,,human-cell-line;mouse,cross-tumor-methods;preclinical-mechanism,curated-source-scope,ccr-2025-immunotherapy-fulltext-language.md,30,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Divergent Clinical and Immunologic Outcomes Based on STK11 Co-mutation Status in Resectable KRAS-Mutant Lung Cancers Following Neoadjuvant Immune Checkpoint Blockade,39545922,10.1158/1078-0432.ccr-24-2983,see source bibliography and intake manifest,not_classified_by_header,included,,,Precision Medicine and Imaging,official_section,translational / resistance,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2025-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,nsclc,tumor,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2025-immunotherapy-fulltext-language.md,16,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Early ctDNA Dynamics Inform First-Line Therapy in Patients with Extensive-Stage Small Cell Lung Cancer,40788282,10.1158/1078-0432.ccr-25-2011,see source bibliography and intake manifest,author_manuscript,included,,,Research Briefs: Precision Medicine and Therapeutics,official_section,biomarker / liquid biopsy,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2025-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,sclc,plasma;blood,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2025-immunotherapy-fulltext-language.md,26,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,"Effects of CVA21, an Oncolytic Virus, in Combination with Pembrolizumab on Immunogenicity and the Tumor Microenvironment in Advanced NSCLC: A Phase I/II Trial",40932352,10.1158/1078-0432.ccr-25-1449,see source bibliography and intake manifest,not_classified_by_header,included,,,Clinical Trials: Immunotherapy,official_section,original research,oncolytic-virus-immunotherapy-wgs-spatial-proteomics,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-2026-09-19-intake-language.md#pmid-40932352;ccr-2025-2026-09-19-intake-manifest.csv,nsclc,tumor,human-clinical,lung-primary;clinical-trial,curated-source-scope,ccr-2025-2026-09-19-intake-language.md,262,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Elevated ctDNA Tumor Fraction Is Associated with Improved Mutation Detection but Worse Overall Survival in Advanced Non-Small Cell Lung Cancer: A Lung-MAP Study,40465842,10.1158/1078-0432.ccr-24-3658,see source bibliography and intake manifest,author_manuscript,included,,,Translational Cancer Mechanisms and Therapy,official_section,paired liquid-biopsy biomarker analysis,genomics;STK11;liquid-biopsy;tumor-fraction;copy-number;concordance;survival,single-paper curated language domains,main_text_deep_read_complete,2026-09-20,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-genomics-2026-09-20-language.md#pmid-40465842;ccr-2025-genomics-2026-09-20-manifest.csv,nsclc,tumor;plasma,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2025-genomics-2026-09-20-language.md,440,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Factors Associated with Disease Progression after Discontinuation of Immune Checkpoint Inhibitors for Immune-Related Toxicity in Patients with Advanced Non-Small Cell Lung Cancer,40247431,10.1158/1078-0432.ccr-24-2990,see source bibliography and intake manifest,author_manuscript,included,,,Precision Medicine and Imaging,official_section,translational / mixed,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2025-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,nsclc,,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2025-immunotherapy-fulltext-language.md,21,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,First-Line MET Tyrosine Kinase Inhibitors versus Immunotherapy ± Chemotherapy for Patients with MET Exon 14 Skipping Mutant Metastatic NSCLC,40864503,10.1158/1078-0432.ccr-25-1735,see source bibliography and intake manifest,not_classified_by_header,included,,,Translational Mechanisms and Therapy,official_section,clinical trial,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2025-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,nsclc,,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2025-immunotherapy-fulltext-language.md,28,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Follow-up Analysis Enhances Understanding of Molecular Residual Disease in Localized Non-Small Cell Lung Cancer,39853318,10.1158/1078-0432.ccr-24-2909,see source bibliography and intake manifest,publisher_main_pdf,included,,,Precision Medicine and Imaging,official_section,longitudinal MRD cohort update,liquid-biopsy;MRD;postoperative-NSCLC;landmark-analysis;propensity-matching;survival,single-paper curated language domains,main_text_deep_read_complete,2026-09-20,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-genomics-2026-09-20-language.md#pmid-39853318;ccr-2025-genomics-2026-09-20-manifest.csv,nsclc,tumor;plasma;blood,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2025-genomics-2026-09-20-language.md,351,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Impact of Co-mutations and Transcriptional Signatures in Non-Small Cell Lung Cancer Patients Treated with Adagrasib in the KRYSTAL-1 Trial,39804166,10.1158/1078-0432.ccr-24-2310,see source bibliography and intake manifest,publisher_main_pdf,included,,,Precision Medicine and Imaging,official_section,exploratory clinical biomarker and preclinical study,genomics;co-mutation;STK11;KEAP1;NRF2;targeted-transcriptomics;CRISPR;targeted-therapy;survival,single-paper curated language domains,main_text_deep_read_complete,2026-09-20,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-genomics-2026-09-20-language.md#pmid-39804166;ccr-2025-genomics-2026-09-20-manifest.csv,nsclc,tumor,human-clinical;human-cell-line;cdx;pdx,lung-primary;clinical-correlative;preclinical-mechanism,curated-source-scope,ccr-2025-genomics-2026-09-20-language.md,8,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,In Situ RAS:RAF Binding Correlates with Response to KRASG12C Inhibitors in KRASG12C-Mutant Non-Small Cell Lung Cancer,39836411,10.1158/1078-0432.ccr-24-3714,see source bibliography and intake manifest,author_manuscript,included,,,Translational Cancer Mechanisms and Therapy,official_section,functional biomarker and preclinical study,KRAS-G12C;functional-biomarker;protein-proximity;preclinical;PDX;targeted-therapy,single-paper curated language domains,main_text_deep_read_complete,2026-09-20,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-genomics-2026-09-20-language.md#pmid-39836411;ccr-2025-genomics-2026-09-20-manifest.csv,nsclc,tumor,human-clinical;human-cell-line;pdx,lung-primary;preclinical-mechanism;clinical-correlative,curated-source-scope,ccr-2025-genomics-2026-09-20-language.md,528,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,"Izalontamab (SI-B001), a Novel EGFRxHER3 Bispecific Antibody in Patients with Locally Advanced or Metastatic Epithelial Tumor: Results from First-in-Human Phase I/Ib Study",40260627,10.1158/1078-0432.ccr-25-0206,see source bibliography and intake manifest,publisher_main_pdf,included,NSCLC;NPC;HNSCC;other-epithelial-tumors,basket-with-lung-cohort,Clinical Trials: Molecularly Targeted Therapy,official_section,clinical trial,targeted-therapy;bispecific-antibody;pharmacokinetics;dose-escalation;statistics,single-paper curated language domains,main_text_deep_read_complete,2026-09-23,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-clinical-2026-09-23-language.md,mixed-solid-tumors;nsclc;hnscc,tumor,human-clinical,cross-tumor-methods;clinical-trial,curated-source-scope,ccr-2025-clinical-2026-09-23-language.md,6,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Liquid and Tissue Biopsies for Identifying MET Exon 14 Skipping NSCLC: Analyses from the Phase II VISION Study of Tepotinib,40310449,10.1158/1078-0432.ccr-24-4097,see source bibliography and intake manifest,publisher_main_pdf,included,,,Precision Medicine and Imaging,official_section,single-arm clinical trial biomarker analysis,genomics;liquid-biopsy;MET-exon14;co-alterations;tumor-shedding;targeted-therapy,single-paper curated language domains,main_text_deep_read_complete,2026-09-20,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-genomics-2026-09-20-language.md#pmid-40310449;ccr-2025-genomics-2026-09-20-manifest.csv,nsclc,tumor;plasma,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2025-genomics-2026-09-20-language.md,304,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Longitudinal Blood Immune-Inflammatory and Radiomic Profiling to Decode Different Patterns of Acquired Resistance to Immunotherapy in Patients with NSCLC,39670974,10.1158/1078-0432.ccr-24-1926,see source bibliography and intake manifest,not_classified_by_header,included,,,Precision Medicine and Imaging,official_section,original research,longitudinal-immune-radiomics-acquired-resistance,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-2026-09-19-intake-language.md#pmid-39670974;ccr-2025-2026-09-19-intake-manifest.csv,nsclc,blood,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2025-2026-09-19-intake-language.md,199,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,LRP1b Loss Predicts Sensitivity to Immunotherapy in Patients with NSCLC: An Analysis of the Phase III CheckMate-026 Randomized Trial,41065506,10.1158/1078-0432.ccr-25-0952,see source bibliography and intake manifest,author_manuscript,included,,,Novel Biomarkers and Precision Medicine,official_section,clinical trial,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2025-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,nsclc,tumor,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2025-immunotherapy-fulltext-language.md,31,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,"MAPK Pathway-Activating Alteration and Immunotherapy Efficacy in Squamous Cell Lung Carcinoma: Results from the Randomized, Prospective SQUINT Trial",39836372,10.1158/1078-0432.ccr-24-2077,see source bibliography and intake manifest,not_classified_by_header,included,,,Clinical Trials: Immunotherapy,official_section,original research,mapk-genomics-immunotherapy-multiplex-if-survival,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-2026-09-19-intake-language.md#pmid-39836372;ccr-2025-2026-09-19-intake-manifest.csv,lung-squamous,tumor,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2025-2026-09-19-intake-language.md,71,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Metabolic Tumor Volume Assessed by 18F FDG-PET CT Scan as a Predictive Biomarker for Immune Checkpoint Blockers in Advanced NSCLC and Its Biological Correlates,39437011,10.1158/1078-0432.ccr-24-1993,see source bibliography and intake manifest,publisher_main_pdf,included,,,Precision Medicine and Imaging,official_section,observational imaging biomarker with multiomic correlates,imaging;immunotherapy;genomics;bulk-transcriptomics;targeted-proteomics;metagenomics;interaction-analysis,single-paper curated language domains,main_text_deep_read_complete,2026-09-20,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-genomics-2026-09-20-language.md#pmid-39437011;ccr-2025-genomics-2026-09-20-manifest.csv,nsclc,tumor;plasma;blood;stool,human-clinical;computational,lung-primary;clinical-correlative,curated-source-scope,ccr-2025-genomics-2026-09-20-language.md,207,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Molecular Characterization of NUT Carcinoma: A Report from the NUT Carcinoma Registry,40704901,10.1158/1078-0432.ccr-25-1071,see source bibliography and intake manifest,author_manuscript,included,,,Precision Medicine and Imaging,official_section,registry molecular characterization,genomics;NUTM1-fusion;rare-thoracic-cancer;co-alterations;diagnostic-sensitivity,single-paper curated language domains,main_text_deep_read_complete,2026-09-20,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-genomics-2026-09-20-language.md#pmid-40704901;ccr-2025-genomics-2026-09-20-manifest.csv,nut-carcinoma,tumor;plasma,human-clinical,cross-tumor-methods;clinical-correlative,curated-source-scope,ccr-2025-genomics-2026-09-20-language.md,109,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Multidimensional Analysis of B7 Homolog 3 RNA Expression in Small Cell Lung Cancer Molecular Subtypes,40553459,10.1158/1078-0432.ccr-24-3981,see source bibliography and intake manifest,not_classified_by_header,included,,,Research Briefs: Precision Medicine and Therapeutics,official_section,clinical trial,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2025-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,sclc,tumor,human-clinical;computational,lung-primary;clinical-correlative,curated-source-scope,ccr-2025-immunotherapy-fulltext-language.md,25,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
