"entry_id","catalog_version","expression","primary_section","secondary_sections","function","domain","unit_type","evidence_tier","source_set","source_article_ids","provenance_granularity","source_asset","source_container","source_heading","source_line","reuse_status"
"CCRLANG-3418","2026-09-26","The host programs supporting metastatic colonization remain incompletely characterized.","abstract-background","","abstract-background-summary","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Abstract background","21","synthetic-frame"
"CCRLANG-3419","2026-09-26","We integrated single-cell and spatial profiling with cross-model perturbation experiments.","abstract-methods","","abstract-methods-summary","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Abstract methods","25","synthetic-frame"
"CCRLANG-3420","2026-09-26","Treatment reduced experimental metastatic burden and altered fibrogenic niche states.","abstract-results","","abstract-results-summary","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Abstract results","29","synthetic-frame"
"CCRLANG-3421","2026-09-26","The findings nominate a microenvironmental vulnerability requiring clinical validation.","abstract-conclusion","","abstract-conclusion-summary","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Abstract conclusion","33","synthetic-frame"
"CCRLANG-3422","2026-09-26","organ-specific permissiveness","introduction","","terminology","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Introduction vocabulary","37","conventional-term-or-collocation"
"CCRLANG-3423","2026-09-26","facultative repair","introduction","","terminology","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Introduction vocabulary","38","conventional-term-or-collocation"
"CCRLANG-3424","2026-09-26","maladaptive wound response","introduction","","terminology","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Introduction vocabulary","39","conventional-term-or-collocation"
"CCRLANG-3425","2026-09-26","epithelial–mesenchymal crosstalk","introduction","","terminology","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Introduction vocabulary","40","conventional-term-or-collocation"
"CCRLANG-3426","2026-09-26","Although [cell-intrinsic feature] is well characterized, how disseminated cells remodel [host compartment] remains unresolved.","introduction","","introduction-evidence-reporting","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Introduction frames","44","synthetic-frame"
"CCRLANG-3427","2026-09-26","We asked whether a normally reparative program is persistently engaged during [disease process].","introduction","","introduction-evidence-reporting","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Introduction frames","45","synthetic-frame"
"CCRLANG-3428","2026-09-26","reference-assisted annotation","methods","","terminology","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Methods vocabulary","49","conventional-term-or-collocation"
"CCRLANG-3429","2026-09-26","proportion-matched downsampling","methods","","terminology","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Methods vocabulary","50","conventional-term-or-collocation"
"CCRLANG-3430","2026-09-26","spatial deconvolution","methods","","terminology","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Methods vocabulary","51","conventional-term-or-collocation"
"CCRLANG-3431","2026-09-26","inferred ligand–target links","methods","","terminology","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Methods vocabulary","52","conventional-term-or-collocation"
"CCRLANG-3432","2026-09-26","blinded morphometry","methods","","terminology","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Methods vocabulary","53","conventional-term-or-collocation"
"CCRLANG-3433","2026-09-26","biological versus technical replication","methods","","terminology","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Methods vocabulary","54","conventional-term-or-collocation"
"CCRLANG-3434","2026-09-26","Cell identities were assigned using [reference] and refined by canonical marker expression; spatial spots were deconvolved against [reference dataset].","methods","","methods-evidence-reporting","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Methods frames","58","synthetic-frame"
"CCRLANG-3435","2026-09-26","Candidate communication pathways were inferred computationally and evaluated using independent protein-level and perturbation assays.","methods","","methods-evidence-reporting","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Methods frames","59","synthetic-frame"
"CCRLANG-3436","2026-09-26","Analyses retained animal identity to distinguish within-animal sampling from independent replication.","methods","","methods-evidence-reporting","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Methods frames","60","synthetic-frame"
"CCRLANG-3437","2026-09-26","border-restricted enrichment","results","","terminology","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Results vocabulary","64","conventional-term-or-collocation"
"CCRLANG-3438","2026-09-26","persistent transitional state","results","","terminology","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Results vocabulary","65","conventional-term-or-collocation"
"CCRLANG-3439","2026-09-26","tumor-derived matrix deposition","results","","terminology","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Results vocabulary","66","conventional-term-or-collocation"
"CCRLANG-3440","2026-09-26","cell-type-specific pathway attenuation","results","","terminology","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Results vocabulary","67","conventional-term-or-collocation"
"CCRLANG-3441","2026-09-26","[State] was enriched at the tumor–host interface, whereas [second program] was concentrated within the lesion core.","results","","results-evidence-reporting","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Results frames","71","synthetic-frame"
"CCRLANG-3442","2026-09-26","Conditioned medium reproduced [phenotype], consistent with soluble-factor-mediated signaling without identifying its causal mediator.","results","","results-evidence-reporting","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Results frames","72","synthetic-frame"
"CCRLANG-3443","2026-09-26","Reduced pathway activity coincided with changes in [cell population]; computational scores alone did not establish target engagement.","results","","results-evidence-reporting","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Results frames","73","synthetic-frame"
"CCRLANG-3444","2026-09-26","These data support a model of reciprocal host–tumor signaling, while the mediators and directionality of individual interactions remain to be established.","discussion","","discussion-evidence-reporting","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Discussion frames","77","synthetic-frame"
"CCRLANG-3445","2026-09-26","Because [drug] inhibits multiple kinases, the observed effect cannot be assigned uniquely to [one pathway].","discussion","","discussion-evidence-reporting","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Discussion frames","78","synthetic-frame"
"CCRLANG-3446","2026-09-26","Concordance across models strengthens the mechanistic rationale, but generalization to other histologies requires direct testing.","discussion","","discussion-evidence-reporting","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Discussion frames","79","synthetic-frame"
"CCRLANG-3447","2026-09-26","Integrating spatial context with perturbation experiments identifies a candidate microenvironmental vulnerability in [model-defined disease].","conclusion","abstract-conclusion","bounded-synthesis-validation","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Conclusion frames","83","synthetic-frame"
"CCRLANG-3448","2026-09-26","The findings motivate evaluation of niche-directed therapy, without establishing clinical efficacy or a validated predictive biomarker.","translational-relevance","conclusion","intended-use-validation","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Translational relevance frames","87","synthetic-frame"
"CCRLANG-3449","2026-09-26","Single-cell profiling identified [transitional epithelial state] and [macrophage state] in metastatic lesions. Spatial analysis localized these populations to [anatomic compartment], and orthogonal staining confirmed [protein-level feature]. Treatment reduced [burden metric] while attenuating [inferred pathway program]. These observations link niche remodeling to experimental progression, but do not resolve the contribution of each inhibited target.","results","","section-paragraph-synthesis","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","paragraph-model","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Results paragraph","91","synthetic-model"
"CCRLANG-3450","2026-09-26","The integration of cell-state, spatial, and perturbation data supports a role for maladaptive tissue repair in metastatic colonization. Nevertheless, intravenous implantation bypasses early dissemination, and spatial co-localization does not itself establish signaling direction. Extension to primary NSCLC or STK11-associated disease therefore requires separate evidence rather than a change of disease labels.","discussion","","section-paragraph-synthesis","single-cell;single-nucleus;spatial-transcriptomics;bioinformatics;NicheNet;AUCell;preclinical;fibrosis","paragraph-model","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39540841","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39540841","Discussion paragraph","95","synthetic-model"
"CCRLANG-3451","2026-09-26","Antibody residence time can constrain the timing of target-directed imaging.","abstract-background","","abstract-background-summary","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Abstract background","112","synthetic-frame"
"CCRLANG-3452","2026-09-26","We compared direct labeling and pretargeting using binding assays, imaging, and biodistribution.","abstract-methods","","abstract-methods-summary","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Abstract methods","116","synthetic-frame"
"CCRLANG-3453","2026-09-26","Performance varied by construct and model, with no universal superiority across tissue ratios.","abstract-results","","abstract-results-summary","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Abstract results","120","synthetic-frame"
"CCRLANG-3454","2026-09-26","The results establish preclinical imaging feasibility rather than clinical predictive utility.","abstract-conclusion","","abstract-conclusion-summary","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Abstract conclusion","124","synthetic-frame"
"CCRLANG-3455","2026-09-26","target heterogeneity","introduction","","terminology","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Introduction vocabulary","128","conventional-term-or-collocation"
"CCRLANG-3456","2026-09-26","prolonged blood-pool residence","introduction","","terminology","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Introduction vocabulary","129","conventional-term-or-collocation"
"CCRLANG-3457","2026-09-26","biological versus physical half-life","introduction","","terminology","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Introduction vocabulary","130","conventional-term-or-collocation"
"CCRLANG-3458","2026-09-26","companion-imaging rationale","introduction","","terminology","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Introduction vocabulary","131","conventional-term-or-collocation"
"CCRLANG-3459","2026-09-26","A target-directed imaging strategy may complement tissue assays, but its ability to predict therapeutic response requires prospective validation.","introduction","","introduction-evidence-reporting","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","sentence-frame","preclinical-methodological","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Introduction frames","135","synthetic-frame"
"CCRLANG-3460","2026-09-26","site-selective bioconjugation","methods","","terminology","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Methods vocabulary","139","conventional-term-or-collocation"
"CCRLANG-3461","2026-09-26","degree of labeling","methods","","terminology","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Methods vocabulary","140","conventional-term-or-collocation"
"CCRLANG-3462","2026-09-26","radiochemical purity","methods","","terminology","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Methods vocabulary","141","conventional-term-or-collocation"
"CCRLANG-3463","2026-09-26","antigen-blocking control","methods","","terminology","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Methods vocabulary","142","conventional-term-or-collocation"
"CCRLANG-3464","2026-09-26","terminal biodistribution","methods","","terminology","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Methods vocabulary","143","conventional-term-or-collocation"
"CCRLANG-3465","2026-09-26","injected dose per gram","methods","","terminology","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Methods vocabulary","144","conventional-term-or-collocation"
"CCRLANG-3466","2026-09-26","Uptake was normalized to injected activity and tissue mass, with biological and technical replicate counts reported separately.","methods","","methods-evidence-reporting","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","sentence-frame","preclinical-methodological","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Methods frames","148","synthetic-frame"
"CCRLANG-3467","2026-09-26","The interval from antibody administration was distinguished from the interval after radioligand injection.","methods","","methods-evidence-reporting","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","sentence-frame","preclinical-methodological","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Methods frames","149","synthetic-frame"
"CCRLANG-3468","2026-09-26","target-dependent accumulation","results","","terminology","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Results vocabulary","153","conventional-term-or-collocation"
"CCRLANG-3469","2026-09-26","off-tumor distribution","results","","terminology","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Results vocabulary","154","conventional-term-or-collocation"
"CCRLANG-3470","2026-09-26","renal/hepatobiliary clearance","results","","terminology","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Results vocabulary","155","conventional-term-or-collocation"
"CCRLANG-3471","2026-09-26","retained binding after conjugation","results","","terminology","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Results vocabulary","156","conventional-term-or-collocation"
"CCRLANG-3472","2026-09-26","model-dependent uptake kinetics","results","","terminology","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Results vocabulary","157","conventional-term-or-collocation"
"CCRLANG-3473","2026-09-26","[Modification] preserved binding in vitro but did not improve tumor delivery in vivo.","results","","results-evidence-reporting","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","sentence-frame","preclinical-methodological","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Results frames","161","synthetic-frame"
"CCRLANG-3474","2026-09-26","Among pretargeted constructs, [agent] produced higher contrast; however, direct labeling retained an advantage in [specific ratio].","results","","results-evidence-reporting","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","sentence-frame","preclinical-methodological","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Results frames","162","synthetic-frame"
"CCRLANG-3475","2026-09-26","Low signal in the antigen-negative comparator supported specificity, without excluding all nonspecific retention mechanisms.","results","","results-evidence-reporting","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","sentence-frame","preclinical-methodological","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Results frames","163","synthetic-frame"
"CCRLANG-3476","2026-09-26","The unusually rapid uptake may reflect target abundance, internalization, or model-specific vascular features; these explanations were not individually resolved.","discussion","","discussion-evidence-reporting","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","sentence-frame","preclinical-methodological","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Discussion frames","167","synthetic-frame"
"CCRLANG-3477","2026-09-26","Improved chemical homogeneity did not translate into improved biological performance in the tested setting.","discussion","","discussion-evidence-reporting","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","sentence-frame","preclinical-methodological","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Discussion frames","168","synthetic-frame"
"CCRLANG-3478","2026-09-26","A potential companion diagnostic must be evaluated against clinical response rather than target visualization alone.","discussion","","discussion-evidence-reporting","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","sentence-frame","preclinical-methodological","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Discussion frames","169","synthetic-frame"
"CCRLANG-3479","2026-09-26","These preclinical findings establish imaging feasibility while leaving diagnostic accuracy and patient-selection utility unresolved.","conclusion","abstract-conclusion","bounded-synthesis-validation","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Conclusion frames","173","synthetic-frame"
"CCRLANG-3480","2026-09-26","Target-directed imaging could support prospective assessment of antigen distribution, provided its predictive utility is independently validated.","translational-relevance","conclusion","intended-use-validation","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Translational relevance frames","177","synthetic-frame"
"CCRLANG-3481","2026-09-26","Radiolabeling preserved [binding measure], and uptake tracked target expression across positive and negative models. Serial imaging revealed [time-dependent pattern], corroborated by ex-vivo biodistribution. The preferred pretargeting construct was not superior to direct labeling for every tissue ratio, indicating that tracer selection depends on the intended imaging interval and endpoint.","results","","section-paragraph-synthesis","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","paragraph-model","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Results paragraph","181","synthetic-model"
"CCRLANG-3482","2026-09-26","The imaging strategy separates antibody localization from radionuclide delivery, offering flexibility in tracer selection. However, the high-uptake pancreatic model may not represent lower-expressing tumors, and technical replicates do not substitute for independent animal validation. Application to STK11-associated NSCLC should therefore be restricted to methodological language unless target and outcome data are available in that population.","discussion","","section-paragraph-synthesis","imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates","paragraph-model","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39841860","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39841860","Discussion paragraph","185","synthetic-model"
"CCRLANG-3483","2026-09-26","The signaling events connecting carcinogen exposure with tumor-cell behavior remain incompletely defined.","abstract-background","","abstract-background-summary","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Abstract background","201","synthetic-frame"
